Município;Dose;Total Doses Aplicadas
CORUMBATAÍ;2° DOSE;1513
INÚBIA PAULISTA;2° DOSE;1586
IPORANGA;2° DOSE;1645
AREIAS;2° DOSE;1600
SEBASTIANÓPOLIS DO SUL;2° DOSE;1831
SANDOVALINA;2° DOSE;1715
RIFAINA;2° DOSE;1708
PRESIDENTE ALVES;2° DOSE;1729
CABRÁLIA PAULISTA;2° DOSE;1530
MURUTINGA DO SUL;2° DOSE;1712
CAIABU;2° DOSE;1743
REDENÇÃO DA SERRA;2° DOSE;1702
LUPÉRCIO;2° DOSE;1552
ITAPIRAPUÃ PAULISTA;2° DOSE;1733
ITAPURA;2° DOSE;1649
SÃO JOSÉ DO BARREIRO;2° DOSE;1745
MOTUCA;2° DOSE;1530
PONTALINDA;2° DOSE;1692
NOVAIS;2° DOSE;1521
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;1703
ALTO ALEGRE;2° DOSE;1757
ANHUMAS;2° DOSE;1884
ÁLVARES FLORENCE;2° DOSE;1833
PARANAPUÃ;2° DOSE;1717
MACEDÔNIA;2° DOSE;1960
TEJUPÁ;2° DOSE;1714
MERIDIANO;2° DOSE;1897
MONTEIRO LOBATO;2° DOSE;1701
MONTE CASTELO;2° DOSE;1944
BURITIZAL;2° DOSE;1844
ONDA VERDE;2° DOSE;1689
INDIAPORÃ;2° DOSE;1921
ESPÍRITO SANTO DO TURVO;2° DOSE;1756
JOÃO RAMALHO;2° DOSE;1837
CANAS;2° DOSE;1702
GLICÉRIO;2° DOSE;1832
JÚLIO MESQUITA;2° DOSE;1687
ÁGUAS DE SÃO PEDRO;2° DOSE;2201
ANALÂNDIA;2° DOSE;1805
FLORÍNEA;2° DOSE;1572
PRATÂNIA;2° DOSE;1629
BORACÉIA;2° DOSE;1840
CAMPOS NOVOS PAULISTA;2° DOSE;1770
RIBEIRÃO CORRENTE;2° DOSE;1760
UBIRAJARA;2° DOSE;1645
ADOLFO;2° DOSE;2100
PLANALTO;2° DOSE;2052
OCAUÇU;2° DOSE;2120
GUZOLÂNDIA;2° DOSE;2087
NIPOÃ;2° DOSE;1759
GAVIÃO PEIXOTO;2° DOSE;1902
SALMOURÃO;2° DOSE;1795
POPULINA;2° DOSE;2321
NOVA INDEPENDÊNCIA;2° DOSE;1732
LUIZIÂNIA;2° DOSE;1972
SANTA MARIA DA SERRA;2° DOSE;1611
CANITAR;2° DOSE;1845
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;2302
ALFREDO MARCONDES;2° DOSE;2253
RIBEIRÃO DO SUL;2° DOSE;2268
APARECIDA D'OESTE;2° DOSE;2441
MIRASSOLÂNDIA;2° DOSE;1964
TAQUARIVAÍ;2° DOSE;1951
AVAÍ;2° DOSE;2077
GUAIMBÊ;2° DOSE;2022
BARRA DO CHAPÉU;2° DOSE;2125
CORONEL MACEDO;2° DOSE;2382
MARABÁ PAULISTA;2° DOSE;1885
INDIANA;2° DOSE;2450
NARANDIBA;2° DOSE;2212
BRAÚNA;2° DOSE;2078
UBARANA;2° DOSE;2076
TACIBA;2° DOSE;2026
IPIGUÁ;2° DOSE;2148
JAMBEIRO;2° DOSE;1920
SABINO;2° DOSE;2252
PIACATU;2° DOSE;2251
ARAMINA;2° DOSE;2389
LAGOINHA;2° DOSE;2677
ALAMBARI;2° DOSE;2317
SANTA ERNESTINA;2° DOSE;2478
GUARANTÃ;2° DOSE;2074
ITIRAPUÃ;2° DOSE;2304
RIVERSUL;2° DOSE;2506
LAVRINHAS;2° DOSE;2102
COROADOS;2° DOSE;2841
BALBINOS;2° DOSE;2683
PARAÍSO;2° DOSE;2627
ANHEMBI;2° DOSE;2391
ÁLVARO DE CARVALHO;2° DOSE;2066
BARBOSA;2° DOSE;2306
TAIAÇU;2° DOSE;2664
ECHAPORÃ;2° DOSE;2559
FERNANDO PRESTES;2° DOSE;2925
AMÉRICO DE CAMPOS;2° DOSE;2805
ARANDU;2° DOSE;2470
TUIUTI;2° DOSE;2318
COLÔMBIA;2° DOSE;2382
ÁGUAS DE SANTA BÁRBARA;2° DOSE;2628
MENDONÇA;2° DOSE;2720
SILVEIRAS;2° DOSE;2634
ORIENTE;2° DOSE;2743
CAMPINA DO MONTE ALEGRE;2° DOSE;2720
TRÊS FRONTEIRAS;2° DOSE;2554
IPEÚNA;2° DOSE;2746
POLONI;2° DOSE;2943
PARDINHO;2° DOSE;2615
ORINDIÚVA;2° DOSE;2772
JABORANDI;2° DOSE;2848
SANTO ANTÔNIO DO PINHAL;2° DOSE;2576
IACRI;2° DOSE;2851
PEDRA BELA;2° DOSE;2780
SANTA ALBERTINA;2° DOSE;2937
SANTO ANTÔNIO DO JARDIM;2° DOSE;2940
TAIÚVA;2° DOSE;2602
NATIVIDADE DA SERRA;2° DOSE;2342
SALES;2° DOSE;3016
IBIRAREMA;2° DOSE;2792
QUINTANA;2° DOSE;3031
RESTINGA;2° DOSE;2838
GUATAPARÁ;2° DOSE;2723
NOVA ALIANÇA;2° DOSE;2840
GÁLIA;2° DOSE;3017
TARABAI;2° DOSE;2886
OURO VERDE;2° DOSE;2320
BARRA DO TURVO;2° DOSE;2698
IRAPUÃ;2° DOSE;2943
CAIUÁ;2° DOSE;2451
SÃO JOSÉ DA BELA VISTA;2° DOSE;2860
SANTA LÚCIA;2° DOSE;2437
CLEMENTINA;2° DOSE;3048
PAULICÉIA;2° DOSE;2878
SÃO PEDRO DO TURVO;2° DOSE;3033
NUPORANGA;2° DOSE;2866
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;3176
LINDÓIA;2° DOSE;3264
SUD MENNUCCI;2° DOSE;2935
JACI;2° DOSE;3183
ITOBI;2° DOSE;3022
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;2959
VISTA ALEGRE DO ALTO;2° DOSE;2760
PEREIRAS;2° DOSE;2882
EUCLIDES DA CUNHA PAULISTA;2° DOSE;2919
MACAUBAL;2° DOSE;3249
ICÉM;2° DOSE;2792
DOBRADA;2° DOSE;2649
TAPIRAÍ;2° DOSE;3374
CATIGUÁ;2° DOSE;3438
BILAC;2° DOSE;3244
RIBEIRÃO GRANDE;2° DOSE;3447
HERCULÂNDIA;2° DOSE;3049
MONTE ALEGRE DO SUL;2° DOSE;3430
ÁGUAS DA PRATA;2° DOSE;3376
IARAS;2° DOSE;2908
CRISTAIS PAULISTA;2° DOSE;3191
GUARAÇAÍ;2° DOSE;3696
SALTO GRANDE;2° DOSE;3111
ARIRANHA;2° DOSE;3552
SALTINHO;2° DOSE;3351
COSMORAMA;2° DOSE;3886
IEPÊ;2° DOSE;3931
IRAPURU;2° DOSE;3641
PAULO DE FARIA;2° DOSE;3548
AREALVA;2° DOSE;3552
NOVA CAMPINA;2° DOSE;3206
RAFARD;2° DOSE;3218
TERRA ROXA;2° DOSE;4139
ESTRELA D'OESTE;2° DOSE;3847
URÂNIA;2° DOSE;3729
AREIÓPOLIS;2° DOSE;3205
DOURADO;2° DOSE;3882
RINCÃO;2° DOSE;3344
RINÓPOLIS;2° DOSE;3514
QUELUZ;2° DOSE;3118
VARGEM;2° DOSE;3287
BÁLSAMO;2° DOSE;4128
SARAPUÍ;2° DOSE;3153
DUMONT;2° DOSE;3274
PORANGABA;2° DOSE;3612
ROSEIRA;2° DOSE;3489
PALMARES PAULISTA;2° DOSE;4041
IGARATÁ;2° DOSE;4038
MANDURI;2° DOSE;3934
CAJOBI;2° DOSE;4203
ESTIVA GERBI;2° DOSE;3847
PEDRO DE TOLEDO;2° DOSE;4200
NOVA EUROPA;2° DOSE;4300
NEVES PAULISTA;2° DOSE;4243
GUARACI;2° DOSE;3821
CEDRAL;2° DOSE;4304
BOFETE;2° DOSE;3850
BANANAL;2° DOSE;3951
PALMEIRA D'OESTE;2° DOSE;4738
TORRINHA;2° DOSE;4527
UCHOA;2° DOSE;4610
REGINÓPOLIS;2° DOSE;4240
RIOLÂNDIA;2° DOSE;3357
OUROESTE;2° DOSE;4459
VERA CRUZ;2° DOSE;4348
GUAIÇARA;2° DOSE;3913
SÃO SEBASTIÃO DA GRAMA;2° DOSE;4173
GETULINA;2° DOSE;4268
IACANGA;2° DOSE;4162
GENERAL SALGADO;2° DOSE;4908
SALES OLIVEIRA;2° DOSE;4621
SETE BARRAS;2° DOSE;4486
SÃO BENTO DO SAPUCAÍ;2° DOSE;4809
PARAPUÃ;2° DOSE;4955
NHANDEARA;2° DOSE;5034
PALESTINA;2° DOSE;4434
ILHA COMPRIDA;2° DOSE;4778
SÃO LUIZ DO PARAITINGA;2° DOSE;4607
MINEIROS DO TIETÊ;2° DOSE;4368
CANANÉIA;2° DOSE;4454
PIRANGI;2° DOSE;5301
AVANHANDAVA;2° DOSE;4761
TAGUAÍ;2° DOSE;4451
RIBEIRÃO BONITO;2° DOSE;5199
CHAVANTES;2° DOSE;4854
BOCAINA;2° DOSE;5371
CARDOSO;2° DOSE;4907
LUÍS ANTÔNIO;2° DOSE;4266
LAVÍNIA;2° DOSE;4790
IBIRÁ;2° DOSE;5049
BERNARDINO DE CAMPOS;2° DOSE;5010
TABAPUÃ;2° DOSE;5815
FLÓRIDA PAULISTA;2° DOSE;5132
PIQUETE;2° DOSE;5010
ELDORADO;2° DOSE;5622
DIVINOLÂNDIA;2° DOSE;5757
TAPIRATIBA;2° DOSE;5269
QUATÁ;2° DOSE;5348
VALENTIM GENTIL;2° DOSE;5283
SANTA BRANCA;2° DOSE;5147
PANORAMA;2° DOSE;4966
JOANÓPOLIS;2° DOSE;5112
MORUNGABA;2° DOSE;5140
AURIFLAMA;2° DOSE;5523
ITAPUÍ;2° DOSE;5558
DUARTINA;2° DOSE;6065
BOA ESPERANÇA DO SUL;2° DOSE;5494
ITARIRI;2° DOSE;5273
ITAPORANGA;2° DOSE;5315
MARACAÍ;2° DOSE;5896
IPAUSSU;2° DOSE;5846
SÃO LOURENÇO DA SERRA;2° DOSE;5773
SÃO SIMÃO;2° DOSE;5388
SANTA ADÉLIA;2° DOSE;5606
SEVERÍNIA;2° DOSE;5147
URUPÊS;2° DOSE;6224
TARUMÃ;2° DOSE;6000
IPUÃ;2° DOSE;5372
PIRATININGA;2° DOSE;5865
FARTURA;2° DOSE;5423
SERRA AZUL;2° DOSE;5756
TABATINGA;2° DOSE;5260
PATROCÍNIO PAULISTA;2° DOSE;6315
ALUMÍNIO;2° DOSE;4883
JACUPIRANGA;2° DOSE;6182
PACAEMBU;2° DOSE;4520
PINHALZINHO;2° DOSE;5915
RIBEIRÃO BRANCO;2° DOSE;5719
PINDORAMA;2° DOSE;6438
HOLAMBRA;2° DOSE;6364
CAFELÂNDIA;2° DOSE;5551
ELIAS FAUSTO;2° DOSE;5322
CHARQUEADA;2° DOSE;6270
GUAREÍ;2° DOSE;5650
PEDREGULHO;2° DOSE;6362
PIRAPORA DO BOM JESUS;2° DOSE;5080
MIRANTE DO PARANAPANEMA;2° DOSE;6513
GUAPIARA;2° DOSE;5864
ITAJOBI;2° DOSE;6837
JUQUIÁ;2° DOSE;6228
PARAIBUNA;2° DOSE;6448
CONCHAS;2° DOSE;6769
POTIRENDABA;2° DOSE;6581
BORBOREMA;2° DOSE;7404
ITIRAPINA;2° DOSE;6123
PRESIDENTE BERNARDES;2° DOSE;6826
SALESÓPOLIS;2° DOSE;6386
MACATUBA;2° DOSE;7094
ALTINÓPOLIS;2° DOSE;7357
COLINA;2° DOSE;6512
TUPI PAULISTA;2° DOSE;7089
BURITAMA;2° DOSE;7632
PRADÓPOLIS;2° DOSE;6904
CACONDE;2° DOSE;7004
ROSANA;2° DOSE;7460
CESÁRIO LANGE;2° DOSE;6700
SANTO ANASTÁCIO;2° DOSE;6937
ITATINGA;2° DOSE;6692
BURI;2° DOSE;6272
CASTILHO;2° DOSE;6211
NAZARÉ PAULISTA;2° DOSE;7293
MONTE AZUL PAULISTA;2° DOSE;7750
VIRADOURO;2° DOSE;7643
BADY BASSITT;2° DOSE;7693
ARAÇARIGUAMA;2° DOSE;6211
ENGENHEIRO COELHO;2° DOSE;6364
GUARÁ;2° DOSE;7165
MIRACATU;2° DOSE;7724
PARANAPANEMA;2° DOSE;7242
PIRAJUÍ;2° DOSE;6450
ITABERÁ;2° DOSE;7869
PARIQUERA-AÇU;2° DOSE;7872
MIGUELÓPOLIS;2° DOSE;7233
GUAPIAÇU;2° DOSE;7668
ÁGUAS DE LINDÓIA;2° DOSE;8600
CAPELA DO ALTO;2° DOSE;6523
JUNQUEIRÓPOLIS;2° DOSE;8265
POTIM;2° DOSE;6816
NOVA GRANADA;2° DOSE;8812
LUCÉLIA;2° DOSE;7825
TEODORO SAMPAIO;2° DOSE;7501
POMPÉIA;2° DOSE;8089
REGENTE FEIJÓ;2° DOSE;8940
IRACEMÁPOLIS;2° DOSE;7856
TAMBAÚ;2° DOSE;8406
CERQUEIRA CÉSAR;2° DOSE;8380
SANTO ANTÔNIO DE POSSE;2° DOSE;7746
SANTA GERTRUDES;2° DOSE;8054
CUNHA;2° DOSE;8962
IGARAÇU DO TIETÊ;2° DOSE;7704
PALMITAL;2° DOSE;9375
ANGATUBA;2° DOSE;8338
CORDEIRÓPOLIS;2° DOSE;8709
BASTOS;2° DOSE;9329
BOM JESUS DOS PERDÕES;2° DOSE;8395
APIAÍ;2° DOSE;8726
BRODOWSKI;2° DOSE;8407
VALPARAÍSO;2° DOSE;8581
ÁLVARES MACHADO;2° DOSE;9314
BROTAS;2° DOSE;9051
SANTA ROSA DE VITERBO;2° DOSE;9150
MONTE APRAZÍVEL;2° DOSE;10511
CAJURU;2° DOSE;9907
PIRAPOZINHO;2° DOSE;9945
TAQUARITUBA;2° DOSE;9529
DOIS CÓRREGOS;2° DOSE;10105
CAJATI;2° DOSE;9503
PEREIRA BARRETO;2° DOSE;12103
ITAÍ;2° DOSE;10353
RIO GRANDE DA SERRA;2° DOSE;5870
MARTINÓPOLIS;2° DOSE;11027
CONCHAL;2° DOSE;11373
TANABI;2° DOSE;12118
PIRACAIA;2° DOSE;10146
BARRINHA;2° DOSE;9711
ILHA SOLTEIRA;2° DOSE;11973
MIRANDÓPOLIS;2° DOSE;9979
BIRITIBA MIRIM;2° DOSE;10922
SANTA CRUZ DAS PALMEIRAS;2° DOSE;9965
JUQUITIBA;2° DOSE;10413
SANTA RITA DO PASSA QUATRO;2° DOSE;12473
IGARAPAVA;2° DOSE;12631
IGUAPE;2° DOSE;11086
CASA BRANCA;2° DOSE;11011
MORRO AGUDO;2° DOSE;12141
PILAR DO SUL;2° DOSE;11586
RANCHARIA;2° DOSE;11352
LARANJAL PAULISTA;2° DOSE;12358
CACHOEIRA PAULISTA;2° DOSE;10538
RIO DAS PEDRAS;2° DOSE;10581
SÃO MIGUEL ARCANJO;2° DOSE;11065
IPERÓ;2° DOSE;10338
JARINU;2° DOSE;11483
SERRA NEGRA;2° DOSE;12926
ARAÇOIABA DA SERRA;2° DOSE;11534
IBATÉ;2° DOSE;10493
CÂNDIDO MOTA;2° DOSE;13542
GUARARAPES;2° DOSE;11761
GUARAREMA;2° DOSE;12288
PIRAJU;2° DOSE;13324
SÃO PEDRO;2° DOSE;11140
PITANGUEIRAS;2° DOSE;10935
CRAVINHOS;2° DOSE;12100
OSVALDO CRUZ;2° DOSE;13513
AGUAÍ;2° DOSE;12622
BARIRI;2° DOSE;14375
AMÉRICO BRASILIENSE;2° DOSE;12847
APARECIDA;2° DOSE;13842
PROMISSÃO;2° DOSE;14120
GUARIBA;2° DOSE;12655
SANTA FÉ DO SUL;2° DOSE;15398
ILHABELA;2° DOSE;13528
BARRA BONITA;2° DOSE;15174
AGUDOS;2° DOSE;14659
DESCALVADO;2° DOSE;16999
SÃO MANUEL;2° DOSE;15038
JOSÉ BONIFÁCIO;2° DOSE;15904
PRESIDENTE VENCESLAU;2° DOSE;15733
ADAMANTINA;2° DOSE;15761
TIETÊ;2° DOSE;14120
ORLÂNDIA;2° DOSE;15021
GUAÍRA;2° DOSE;14403
PONTAL;2° DOSE;14785
ITUVERAVA;2° DOSE;16460
PRESIDENTE EPITÁCIO;2° DOSE;16233
JARDINÓPOLIS;2° DOSE;13480
PEDERNEIRAS;2° DOSE;13847
NOVO HORIZONTE;2° DOSE;16702
ITÁPOLIS;2° DOSE;15868
SOCORRO;2° DOSE;16021
VARGEM GRANDE DO SUL;2° DOSE;16050
VARGEM GRANDE PAULISTA;2° DOSE;13683
SALTO DE PIRAPORA;2° DOSE;17509
GARÇA;2° DOSE;17260
ESPÍRITO SANTO DO PINHAL;2° DOSE;17462
LOUVEIRA;2° DOSE;16682
CAPÃO BONITO;2° DOSE;16751
PARAGUAÇU PAULISTA;2° DOSE;18428
PEDREIRA;2° DOSE;17793
TREMEMBÉ;2° DOSE;15687
CABREÚVA;2° DOSE;14486
ITARARÉ;2° DOSE;19015
DRACENA;2° DOSE;17995
CAMPOS DO JORDÃO;2° DOSE;17277
SANTA CRUZ DO RIO PARDO;2° DOSE;19456
SÃO JOAQUIM DA BARRA;2° DOSE;18288
ARTUR NOGUEIRA;2° DOSE;17614
CAPIVARI;2° DOSE;18150
MAIRINQUE;2° DOSE;17668
CERQUILHO;2° DOSE;21115
PIEDADE;2° DOSE;18513
MONTE ALTO;2° DOSE;20427
COSMÓPOLIS;2° DOSE;17280
SANTA ISABEL;2° DOSE;18851
JALES;2° DOSE;21983
PORTO FELIZ;2° DOSE;20237
MONGAGUÁ;2° DOSE;21098
ITUPEVA;2° DOSE;19116
NOVA ODESSA;2° DOSE;19094
BOITUVA;2° DOSE;20315
REGISTRO;2° DOSE;21130
PORTO FERREIRA;2° DOSE;22669
SERRANA;2° DOSE;31165
OLÍMPIA;2° DOSE;22269
TAQUARITINGA;2° DOSE;24184
ANDRADINA;2° DOSE;21625
SÃO JOSÉ DO RIO PARDO;2° DOSE;23843
JAGUARIÚNA;2° DOSE;21565
MONTE MOR;2° DOSE;19803
IBITINGA;2° DOSE;25276
EMBU-GUAÇU;2° DOSE;23029
BERTIOGA;2° DOSE;22564
BATATAIS;2° DOSE;26388
IBIÚNA;2° DOSE;20612
MIRASSOL;2° DOSE;26259
PERUÍBE;2° DOSE;26344
PENÁPOLIS;2° DOSE;28793
LENÇÓIS PAULISTA;2° DOSE;26652
SÃO ROQUE;2° DOSE;21725
TUPÃ;2° DOSE;29984
VINHEDO;2° DOSE;25744
MOCOCA;2° DOSE;28638
CAMPO LIMPO PAULISTA;2° DOSE;27342
BEBEDOURO;2° DOSE;30565
PIRASSUNUNGA;2° DOSE;29481
AMPARO;2° DOSE;29820
LINS;2° DOSE;29130
CRUZEIRO;2° DOSE;30105
JABOTICABAL;2° DOSE;30285
FERNANDÓPOLIS;2° DOSE;33333
SÃO SEBASTIÃO;2° DOSE;28209
ITAPIRA;2° DOSE;31633
ARUJÁ;2° DOSE;28947
LORENA;2° DOSE;30309
MAIRIPORÃ;2° DOSE;28691
CAJAMAR;2° DOSE;28476
UBATUBA;2° DOSE;29782
CAÇAPAVA;2° DOSE;31333
MATÃO;2° DOSE;34536
CAIEIRAS;2° DOSE;33110
AVARÉ;2° DOSE;36432
ITAPEVA;2° DOSE;38842
MOGI MIRIM;2° DOSE;36482
SÃO JOÃO DA BOA VISTA;2° DOSE;39977
VOTUPORANGA;2° DOSE;39400
POÁ;2° DOSE;36915
LEME;2° DOSE;42584
PAULÍNIA;2° DOSE;39826
JANDIRA;2° DOSE;35968
VOTORANTIM;2° DOSE;38252
VÁRZEA PAULISTA;2° DOSE;37861
ASSIS;2° DOSE;44995
CUBATÃO;2° DOSE;37713
OURINHOS;2° DOSE;42151
ITANHAÉM;2° DOSE;43228
RIBEIRÃO PIRES;2° DOSE;37109
BIRIGUI;2° DOSE;40936
SALTO;2° DOSE;43779
CARAGUATATUBA;2° DOSE;51733
GUARATINGUETÁ;2° DOSE;47827
TATUÍ;2° DOSE;46111
ITATIBA;2° DOSE;48714
SERTÃOZINHO;2° DOSE;47239
BARRETOS;2° DOSE;48417
CATANDUVA;2° DOSE;54597
VALINHOS;2° DOSE;51323
JAÚ;2° DOSE;46347
ARARAS;2° DOSE;55786
ATIBAIA;2° DOSE;49943
SANTANA DE PARNAÍBA;2° DOSE;55853
MOGI GUAÇU;2° DOSE;55973
ITAPECERICA DA SERRA;2° DOSE;55495
FRANCO DA ROCHA;2° DOSE;54714
FERRAZ DE VASCONCELOS;2° DOSE;49648
PINDAMONHANGABA;2° DOSE;57327
FRANCISCO MORATO;2° DOSE;54146
ITAPETININGA;2° DOSE;58498
ITU;2° DOSE;63879
SÃO CAETANO DO SUL;2° DOSE;80871
SANTA BÁRBARA D'OESTE;2° DOSE;68955
BRAGANÇA PAULISTA;2° DOSE;77822
ITAPEVI;2° DOSE;61612
ARAÇATUBA;2° DOSE;84430
BOTUCATU;2° DOSE;112765
RIO CLARO;2° DOSE;87774
HORTOLÂNDIA;2° DOSE;73161
JACAREÍ;2° DOSE;86350
COTIA;2° DOSE;89974
PRESIDENTE PRUDENTE;2° DOSE;92469
AMERICANA;2° DOSE;94291
ARARAQUARA;2° DOSE;94534
MARÍLIA;2° DOSE;102694
EMBU DAS ARTES;2° DOSE;90690
TABOÃO DA SERRA;2° DOSE;84902
SUMARÉ;2° DOSE;90446
SUZANO;2° DOSE;90613
SÃO CARLOS;2° DOSE;101289
GUARUJÁ;2° DOSE;92321
BARUERI;2° DOSE;107737
INDAIATUBA;2° DOSE;110606
LIMEIRA;2° DOSE;96188
ITAQUAQUECETUBA;2° DOSE;87259
TAUBATÉ;2° DOSE;114854
SÃO VICENTE;2° DOSE;115057
PRAIA GRANDE;2° DOSE;138385
FRANCA;2° DOSE;132781
CARAPICUÍBA;2° DOSE;133806
BAURU;2° DOSE;147952
MAUÁ;2° DOSE;128703
DIADEMA;2° DOSE;136663
PIRACICABA;2° DOSE;157767
MOGI DAS CRUZES;2° DOSE;153563
JUNDIAÍ;2° DOSE;182722
SANTOS;2° DOSE;215131
SÃO JOSÉ DO RIO PRETO;2° DOSE;211569
SOROCABA;2° DOSE;183668
OSASCO;2° DOSE;238227
RIBEIRÃO PRETO;2° DOSE;274164
SANTO ANDRÉ;2° DOSE;269285
SÃO JOSÉ DOS CAMPOS;2° DOSE;300601
SÃO BERNARDO DO CAMPO;2° DOSE;332679
CAMPINAS;2° DOSE;497756
GUARULHOS;2° DOSE;422683
SÃO PAULO;2° DOSE;5139331
BORÁ;1° DOSE;785
NOVA CASTILHO;1° DOSE;898
URU;1° DOSE;1104
UNIÃO PAULISTA;1° DOSE;1306
TRABIJU;1° DOSE;1327
FERNÃO;1° DOSE;1360
SANTANA DA PONTE PENSA;1° DOSE;1259
SANTA SALETE;1° DOSE;1347
DIRCE REIS;1° DOSE;1420
FLORA RICA;1° DOSE;1255
VITÓRIA BRASIL;1° DOSE;1455
SÃO JOÃO DE IRACEMA;1° DOSE;1463
MESÓPOLIS;1° DOSE;1465
ASPÁSIA;1° DOSE;1552
PAULISTÂNIA;1° DOSE;1543
ARCO-ÍRIS;1° DOSE;1627
TURIÚBA;1° DOSE;1514
SANTA CRUZ DA ESPERANÇA;1° DOSE;1620
MARINÓPOLIS;1° DOSE;1526
GUARANI D'OESTE;1° DOSE;1634
SAGRES;1° DOSE;1850
NOVA CANAÃ PAULISTA;1° DOSE;1637
MONÇÕES;1° DOSE;1668
TURMALINA;1° DOSE;1595
CRUZÁLIA;1° DOSE;1654
SÃO JOÃO DO PAU D'ALHO;1° DOSE;1788
DOLCINÓPOLIS;1° DOSE;1822
EMBAÚBA;1° DOSE;1761
ARAPEÍ;1° DOSE;1899
NOVA GUATAPORANGA;1° DOSE;1797
BOREBI;1° DOSE;1921
LUCIANÓPOLIS;1° DOSE;1890
LOURDES;1° DOSE;1741
BREJO ALEGRE;1° DOSE;1977
BENTO DE ABREU;1° DOSE;1965
SANTA CLARA D'OESTE;1° DOSE;1875
RIBEIRÃO DOS ÍNDIOS;1° DOSE;1815
SÃO JOÃO DAS DUAS PONTES;1° DOSE;1960
ÓLEO;1° DOSE;2051
TORRE DE PEDRA;1° DOSE;2032
OSCAR BRESSANE;1° DOSE;1969
PARISI;1° DOSE;1930
ZACARIAS;1° DOSE;1988
PONTES GESTAL;1° DOSE;1968
CÁSSIA DOS COQUEIROS;1° DOSE;2172
TAQUARAL;1° DOSE;2156
RUBIÁCEA;1° DOSE;2238
TIMBURI;1° DOSE;2157
LUTÉCIA;1° DOSE;2104
GABRIEL MONTEIRO;1° DOSE;2147
ALVINLÂNDIA;1° DOSE;2291
NOVA LUZITÂNIA;1° DOSE;2416
PEDRANÓPOLIS;1° DOSE;2167
NANTES;1° DOSE;2189
SANTA RITA D'OESTE;1° DOSE;2167
SANTA MERCEDES;1° DOSE;2433
ESTRELA DO NORTE;1° DOSE;2138
MOMBUCA;1° DOSE;2590
SÃO FRANCISCO;1° DOSE;2344
SANTO EXPEDITO;1° DOSE;2410
QUEIROZ;1° DOSE;2483
JUMIRIM;1° DOSE;2621
RIBEIRA;1° DOSE;2638
ELISIÁRIO;1° DOSE;2476
CÂNDIDO RODRIGUES;1° DOSE;2342
PLATINA;1° DOSE;2525
JERIQUARA;1° DOSE;2498
MARAPOAMA;1° DOSE;2438
BOM SUCESSO DE ITARARÉ;1° DOSE;2700
MAGDA;1° DOSE;2529
SUZANÁPOLIS;1° DOSE;2649
PIQUEROBI;1° DOSE;2599
MIRA ESTRELA;1° DOSE;2378
PEDRINHAS PAULISTA;1° DOSE;2433
FLOREAL;1° DOSE;2383
ITAJU;1° DOSE;2651
ITAOCA;1° DOSE;2612
EMILIANÓPOLIS;1° DOSE;2515
ALTAIR;1° DOSE;2705
QUADRA;1° DOSE;2852
RUBINÉIA;1° DOSE;2687
GASTÃO VIDIGAL;1° DOSE;2733
MARIÁPOLIS;1° DOSE;2791
SARUTAIÁ;1° DOSE;2823
BARÃO DE ANTONINA;1° DOSE;2756
PONGAÍ;1° DOSE;2738
PRACINHA;1° DOSE;2746
CORUMBATAÍ;1° DOSE;2955
INÚBIA PAULISTA;1° DOSE;2880
IPORANGA;1° DOSE;2899
AREIAS;1° DOSE;2913
SEBASTIANÓPOLIS DO SUL;1° DOSE;2722
SANDOVALINA;1° DOSE;2856
RIFAINA;1° DOSE;2946
PRESIDENTE ALVES;1° DOSE;2951
CABRÁLIA PAULISTA;1° DOSE;3203
MURUTINGA DO SUL;1° DOSE;3058
CAIABU;1° DOSE;3064
REDENÇÃO DA SERRA;1° DOSE;3096
LUPÉRCIO;1° DOSE;3255
ITAPIRAPUÃ PAULISTA;1° DOSE;3104
ITAPURA;1° DOSE;3227
SÃO JOSÉ DO BARREIRO;1° DOSE;3121
MOTUCA;1° DOSE;3323
PONTALINDA;1° DOSE;3183
NOVAIS;1° DOSE;3335
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;3143
ALTO ALEGRE;1° DOSE;3186
ANHUMAS;1° DOSE;3079
ÁLVARES FLORENCE;1° DOSE;3138
PARANAPUÃ;1° DOSE;3258
MACEDÔNIA;1° DOSE;3030
TEJUPÁ;1° DOSE;3315
MERIDIANO;1° DOSE;3194
MONTEIRO LOBATO;1° DOSE;3430
MONTE CASTELO;1° DOSE;3189
BURITIZAL;1° DOSE;3294
ONDA VERDE;1° DOSE;3455
INDIAPORÃ;1° DOSE;3245
ESPÍRITO SANTO DO TURVO;1° DOSE;3396
JOÃO RAMALHO;1° DOSE;3320
CANAS;1° DOSE;3482
GLICÉRIO;1° DOSE;3373
JÚLIO MESQUITA;1° DOSE;3529
ÁGUAS DE SÃO PEDRO;1° DOSE;3124
ANALÂNDIA;1° DOSE;3484
FLORÍNEA;1° DOSE;3812
PRATÂNIA;1° DOSE;3664
BORACÉIA;1° DOSE;3560
CAMPOS NOVOS PAULISTA;1° DOSE;3644
RIBEIRÃO CORRENTE;1° DOSE;3663
