Município;Dose;Total Doses Aplicadas
SANTA CRUZ DA ESPERANÇA;3º DOSE;233
SANTA CRUZ DA CONCEIÇÃO;3º DOSE;730
SANTA CLARA D'OESTE;3º DOSE;352
SANTA BRANCA;3º DOSE;1361
SANTA BÁRBARA D'OESTE;3º DOSE;14590
SANTA ALBERTINA;3º DOSE;810
SANTA ADÉLIA;3º DOSE;1921
SANDOVALINA;3º DOSE;563
SALTO GRANDE;3º DOSE;832
SALTO DE PIRAPORA;3º DOSE;3833
SALTO;3º DOSE;9866
SALTINHO;3º DOSE;830
SALMOURÃO;3º DOSE;609
SALESÓPOLIS;3º DOSE;1767
SALES OLIVEIRA;3º DOSE;1197
SALES;3º DOSE;846
SAGRES;3º DOSE;294
SABINO;3º DOSE;657
RUBINÉIA;3º DOSE;436
RUBIÁCEA;3º DOSE;404
ROSEIRA;3º DOSE;1061
ROSANA;3º DOSE;2023
RIVERSUL;3º DOSE;843
RIOLÂNDIA;3º DOSE;813
RIO GRANDE DA SERRA;3º DOSE;1352
RIO DAS PEDRAS;3º DOSE;2360
RIO CLARO;3º DOSE;21042
RINÓPOLIS;3º DOSE;1278
RINCÃO;3º DOSE;1346
RIFAINA;3º DOSE;531
RIBEIRÃO PRETO;3º DOSE;76275
RIBEIRÃO PIRES;3º DOSE;10818
RIBEIRÃO GRANDE;3º DOSE;772
RIBEIRÃO DOS ÍNDIOS;3º DOSE;501
RIBEIRÃO DO SUL;3º DOSE;770
RIBEIRÃO CORRENTE;3º DOSE;425
RIBEIRÃO BRANCO;3º DOSE;1352
RIBEIRÃO BONITO;3º DOSE;1429
RIBEIRA;3º DOSE;438
RESTINGA;3º DOSE;594
REGISTRO;3º DOSE;5695
REGINÓPOLIS;3º DOSE;933
REGENTE FEIJÓ;3º DOSE;2090
REDENÇÃO DA SERRA;3º DOSE;446
RANCHARIA;3º DOSE;3400
RAFARD;3º DOSE;794
QUINTANA;3º DOSE;870
QUELUZ;3º DOSE;888
QUEIROZ;3º DOSE;346
QUATÁ;3º DOSE;1337
QUADRA;3º DOSE;374
PROMISSÃO;3º DOSE;4155
PRESIDENTE VENCESLAU;3º DOSE;5295
PRESIDENTE PRUDENTE;3º DOSE;27331
PRESIDENTE EPITÁCIO;3º DOSE;4150
PRESIDENTE BERNARDES;3º DOSE;2263
PRESIDENTE ALVES;3º DOSE;616
PRATÂNIA;3º DOSE;385
PRAIA GRANDE;3º DOSE;29022
PRADÓPOLIS;3º DOSE;1581
PRACINHA;3º DOSE;321
POTIRENDABA;3º DOSE;2033
POTIM;3º DOSE;1495
PORTO FERREIRA;3º DOSE;5471
PORTO FELIZ;3º DOSE;4065
PORANGABA;3º DOSE;1134
POPULINA;3º DOSE;639
PONTES GESTAL;3º DOSE;353
PONTALINDA;3º DOSE;465
PONTAL;3º DOSE;2529
PONGAÍ;3º DOSE;572
POMPÉIA;3º DOSE;2263
POLONI;3º DOSE;1018
POÁ;3º DOSE;8847
PLATINA;3º DOSE;417
PLANALTO;3º DOSE;483
PITANGUEIRAS;3º DOSE;3287
PIRATININGA;3º DOSE;1600
PIRASSUNUNGA;3º DOSE;8097
PIRAPOZINHO;3º DOSE;2466
PIRAPORA DO BOM JESUS;3º DOSE;1097
PIRANGI;3º DOSE;1648
PIRAJUÍ;3º DOSE;2782
PIRAJU;3º DOSE;3585
PIRACICABA;3º DOSE;40209
PIRACAIA;3º DOSE;2741
PIQUETE;3º DOSE;1310
PIQUEROBI;3º DOSE;498
PINHALZINHO;3º DOSE;1557
PINDORAMA;3º DOSE;2126
PINDAMONHANGABA;3º DOSE;13406
PILAR DO SUL;3º DOSE;2750
PIEDADE;3º DOSE;4356
PIACATU;3º DOSE;628
PERUÍBE;3º DOSE;7083
PEREIRAS;3º DOSE;953
PEREIRA BARRETO;3º DOSE;2901
PENÁPOLIS;3º DOSE;6831
PEDRO DE TOLEDO;3º DOSE;1505
PEDRINHAS PAULISTA;3º DOSE;533
PEDREIRA;3º DOSE;4996
PEDREGULHO;3º DOSE;1768
PEDRANÓPOLIS;3º DOSE;438
PEDRA BELA;3º DOSE;758
PEDERNEIRAS;3º DOSE;3911
PAULO DE FARIA;3º DOSE;1461
PAULISTÂNIA;3º DOSE;297
PAULÍNIA;3º DOSE;8656
PAULICÉIA;3º DOSE;746
PATROCÍNIO PAULISTA;3º DOSE;1415
PARISI;3º DOSE;459
PARIQUERA-AÇU;3º DOSE;2920
PARDINHO;3º DOSE;547
PARAPUÃ;3º DOSE;1360
PARANAPUÃ;3º DOSE;595
PARANAPANEMA;3º DOSE;1641
PARAÍSO;3º DOSE;767
PARAIBUNA;3º DOSE;1576
PARAGUAÇU PAULISTA;3º DOSE;4671
PANORAMA;3º DOSE;1446
PALMITAL;3º DOSE;3050
PALMEIRA D'OESTE;3º DOSE;1694
PALMARES PAULISTA;3º DOSE;871
PALESTINA;3º DOSE;1433
PACAEMBU;3º DOSE;2057
OUROESTE;3º DOSE;1141
OURO VERDE;3º DOSE;961
OURINHOS;3º DOSE;11109
OSVALDO CRUZ;3º DOSE;4300
OSCAR BRESSANE;3º DOSE;514
OSASCO;3º DOSE;53446
ORLÂNDIA;3º DOSE;3851
ORINDIÚVA;3º DOSE;648
ORIENTE;3º DOSE;761
ONDA VERDE;3º DOSE;515
OLÍMPIA;3º DOSE;5792
ÓLEO;3º DOSE;406
OCAUÇU;3º DOSE;648
NUPORANGA;3º DOSE;797
NOVO HORIZONTE;3º DOSE;4337
NOVAIS;3º DOSE;508
NOVA ODESSA;3º DOSE;4034
NOVA LUZITÂNIA;3º DOSE;436
NOVA INDEPENDÊNCIA;3º DOSE;474
NOVA GUATAPORANGA;3º DOSE;394
NOVA GRANADA;3º DOSE;2256
NOVA EUROPA;3º DOSE;993
NOVA CASTILHO;3º DOSE;158
NOVA CANAÃ PAULISTA;3º DOSE;383
NOVA CAMPINA;3º DOSE;767
NOVA ALIANÇA;3º DOSE;932
NIPOÃ;3º DOSE;451
NHANDEARA;3º DOSE;1721
NEVES PAULISTA;3º DOSE;1599
NAZARÉ PAULISTA;3º DOSE;1507
NATIVIDADE DA SERRA;3º DOSE;560
NARANDIBA;3º DOSE;496
NANTES;3º DOSE;306
MURUTINGA DO SUL;3º DOSE;762
MOTUCA;3º DOSE;500
MORUNGABA;3º DOSE;1192
MORRO AGUDO;3º DOSE;2860
MONTEIRO LOBATO;3º DOSE;417
MONTE MOR;3º DOSE;3366
MONTE CASTELO;3º DOSE;466
MONTE AZUL PAULISTA;3º DOSE;2126
MONTE APRAZÍVEL;3º DOSE;3053
MONTE ALTO;3º DOSE;5983
MONTE ALEGRE DO SUL;3º DOSE;883
MONGAGUÁ;3º DOSE;4683
MONÇÕES;3º DOSE;338
MOMBUCA;3º DOSE;369
MOGI MIRIM;3º DOSE;10129
MOGI GUAÇU;3º DOSE;14354
MOGI DAS CRUZES;3º DOSE;41625
MOCOCA;3º DOSE;7975
MIRASSOLÂNDIA;3º DOSE;711
MIRASSOL;3º DOSE;5205
MIRANTE DO PARANAPANEMA;3º DOSE;1916
MIRANDÓPOLIS;3º DOSE;3799
MIRACATU;3º DOSE;1546
MIRA ESTRELA;3º DOSE;535
MINEIROS DO TIETÊ;3º DOSE;1341
MIGUELÓPOLIS;3º DOSE;2156
MESÓPOLIS;3º DOSE;381
MERIDIANO;3º DOSE;531
MENDONÇA;3º DOSE;896
MAUÁ;3º DOSE;33753
MATÃO;3º DOSE;8330
MARTINÓPOLIS;3º DOSE;2541
MARINÓPOLIS;3º DOSE;401
MARÍLIA;3º DOSE;25377
MARIÁPOLIS;3º DOSE;502
MARAPOAMA;3º DOSE;412
MARACAÍ;3º DOSE;1359
MARABÁ PAULISTA;3º DOSE;462
MANDURI;3º DOSE;1213
MAIRIPORÃ;3º DOSE;8457
MAIRINQUE;3º DOSE;3953
MAGDA;3º DOSE;488
MACEDÔNIA;3º DOSE;596
MACAUBAL;3º DOSE;992
MACATUBA;3º DOSE;2027
LUTÉCIA;3º DOSE;415
LUPÉRCIO;3º DOSE;472
LUIZIÂNIA;3º DOSE;512
LUÍS ANTÔNIO;3º DOSE;965
LUCIANÓPOLIS;3º DOSE;401
LUCÉLIA;3º DOSE;2363
LOUVEIRA;3º DOSE;3259
LOURDES;3º DOSE;453
LORENA;3º DOSE;7288
LINS;3º DOSE;9602
LINDÓIA;3º DOSE;808
LIMEIRA;3º DOSE;24719
LENÇÓIS PAULISTA;3º DOSE;5680
LEME;3º DOSE;8730
LAVRINHAS;3º DOSE;363
LAVÍNIA;3º DOSE;756
LARANJAL PAULISTA;3º DOSE;2657
LAGOINHA;3º DOSE;802
JUQUITIBA;3º DOSE;2253
JUQUIÁ;3º DOSE;1810
JUNQUEIRÓPOLIS;3º DOSE;2415
JUNDIAÍ;3º DOSE;45702
JUMIRIM;3º DOSE;302
JÚLIO MESQUITA;3º DOSE;519
JOSÉ BONIFÁCIO;3º DOSE;4208
JOÃO RAMALHO;3º DOSE;426
JOANÓPOLIS;3º DOSE;1502
JERIQUARA;3º DOSE;304
JAÚ;3º DOSE;14518
JARINU;3º DOSE;2096
JARDINÓPOLIS;3º DOSE;3222
JANDIRA;3º DOSE;5737
JAMBEIRO;3º DOSE;643
JALES;3º DOSE;6697
JAGUARIÚNA;3º DOSE;4599
JACUPIRANGA;3º DOSE;1377
JACI;3º DOSE;915
JACAREÍ;3º DOSE;15326
JABOTICABAL;3º DOSE;8110
JABORANDI;3º DOSE;766
ITUVERAVA;3º DOSE;5268
ITUPEVA;3º DOSE;3449
ITU;3º DOSE;16771
ITOBI;3º DOSE;724
ITIRAPUÃ;3º DOSE;625
ITIRAPINA;3º DOSE;1193
ITATINGA;3º DOSE;1499
ITATIBA;3º DOSE;11209
ITARIRI;3º DOSE;1288
ITARARÉ;3º DOSE;4694
ITAQUAQUECETUBA;3º DOSE;16376
ITAPURA;3º DOSE;496
ITAPUÍ;3º DOSE;1017
ITAPORANGA;3º DOSE;1604
ITÁPOLIS;3º DOSE;4468
ITAPIRAPUÃ PAULISTA;3º DOSE;385
ITAPIRA;3º DOSE;8902
ITAPEVI;3º DOSE;10104
ITAPEVA;3º DOSE;8481
ITAPETININGA;3º DOSE;16041
ITAPECERICA DA SERRA;3º DOSE;9462
ITAOCA;3º DOSE;552
ITANHAÉM;3º DOSE;11357
ITAJU;3º DOSE;356
ITAJOBI;3º DOSE;2128
ITAÍ;3º DOSE;2115
ITABERÁ;3º DOSE;2218
IRAPURU;3º DOSE;928
IRAPUÃ;3º DOSE;753
IRACEMÁPOLIS;3º DOSE;1597
IPUÃ;3º DOSE;1461
IPORANGA;3º DOSE;479
IPIGUÁ;3º DOSE;572
IPEÚNA;3º DOSE;503
IPERÓ;3º DOSE;2000
IPAUSSU;3º DOSE;1582
INÚBIA PAULISTA;3º DOSE;594
INDIAPORÃ;3º DOSE;768
INDIANA;3º DOSE;602
INDAIATUBA;3º DOSE;24123
ILHABELA;3º DOSE;3237
ILHA SOLTEIRA;3º DOSE;3945
ILHA COMPRIDA;3º DOSE;1378
IGUAPE;3º DOSE;3146
IGARATÁ;3º DOSE;933
IGARAPAVA;3º DOSE;2613
IGARAÇU DO TIETÊ;3º DOSE;1968
IEPÊ;3º DOSE;1199
ICÉM;3º DOSE;902
IBIÚNA;3º DOSE;4539
IBITINGA;3º DOSE;6331
IBIRAREMA;3º DOSE;944
IBIRÁ;3º DOSE;1500
IBATÉ;3º DOSE;2454
IARAS;3º DOSE;807
IACRI;3º DOSE;811
IACANGA;3º DOSE;1575
HORTOLÂNDIA;3º DOSE;15676
HOLAMBRA;3º DOSE;1197
HERCULÂNDIA;3º DOSE;799
GUZOLÂNDIA;3º DOSE;570
GUATAPARÁ;3º DOSE;803
GUARULHOS;3º DOSE;93783
GUARUJÁ;3º DOSE;36793
GUARIBA;3º DOSE;2484
GUAREÍ;3º DOSE;1206
GUARATINGUETÁ;3º DOSE;11098
GUARAREMA;3º DOSE;2602
GUARARAPES;3º DOSE;3633
GUARANTÃ;3º DOSE;829
GUARANI D'OESTE;3º DOSE;353
GUARACI;3º DOSE;1202
GUARAÇAÍ;3º DOSE;1176
GUARÁ;3º DOSE;2361
GUAPIARA;3º DOSE;1639
GUAPIAÇU;3º DOSE;1870
GUAÍRA;3º DOSE;4114
GUAIMBÊ;3º DOSE;665
GUAIÇARA;3º DOSE;998
GLICÉRIO;3º DOSE;484
GETULINA;3º DOSE;1168
GENERAL SALGADO;3º DOSE;1533
GAVIÃO PEIXOTO;3º DOSE;495
GASTÃO VIDIGAL;3º DOSE;515
GARÇA;3º DOSE;4914
GÁLIA;3º DOSE;1157
GABRIEL MONTEIRO;3º DOSE;434
FRANCO DA ROCHA;3º DOSE;10818
FRANCISCO MORATO;3º DOSE;8662
FRANCA;3º DOSE;29418
FLORÍNEA;3º DOSE;475
FLÓRIDA PAULISTA;3º DOSE;1614
FLOREAL;3º DOSE;653
FLORA RICA;3º DOSE;342
FERRAZ DE VASCONCELOS;3º DOSE;11262
FERNÃO;3º DOSE;311
FERNANDÓPOLIS;3º DOSE;10523
FERNANDO PRESTES;3º DOSE;1101
FARTURA;3º DOSE;1773
EUCLIDES DA CUNHA PAULISTA;3º DOSE;768
ESTRELA DO NORTE;3º DOSE;344
ESTRELA D'OESTE;3º DOSE;1330
ESTIVA GERBI;3º DOSE;683
ESPÍRITO SANTO DO TURVO;3º DOSE;375
ESPÍRITO SANTO DO PINHAL;3º DOSE;5613
ENGENHEIRO COELHO;3º DOSE;1109
EMILIANÓPOLIS;3º DOSE;471
EMBU-GUAÇU;3º DOSE;5505
EMBU DAS ARTES;3º DOSE;24880
EMBAÚBA;3º DOSE;334
ELISIÁRIO;3º DOSE;472
ELIAS FAUSTO;3º DOSE;1459
ELDORADO;3º DOSE;1361
ECHAPORÃ;3º DOSE;867
DUMONT;3º DOSE;811
DUARTINA;3º DOSE;2069
DRACENA;3º DOSE;5816
DOURADO;3º DOSE;1109
DOLCINÓPOLIS;3º DOSE;423
DOIS CÓRREGOS;3º DOSE;2552
DOBRADA;3º DOSE;520
DIVINOLÂNDIA;3º DOSE;1820
DIRCE REIS;3º DOSE;356
DIADEMA;3º DOSE;27963
DESCALVADO;3º DOSE;4672
CUNHA;3º DOSE;2048
CUBATÃO;3º DOSE;10774
CRUZEIRO;3º DOSE;6783
CRUZÁLIA;3º DOSE;352
CRISTAIS PAULISTA;3º DOSE;834
CRAVINHOS;3º DOSE;2693
COTIA;3º DOSE;17516
COSMORAMA;3º DOSE;1213
COSMÓPOLIS;3º DOSE;3636
CORUMBATAÍ;3º DOSE;455
CORONEL MACEDO;3º DOSE;700
COROADOS;3º DOSE;698
CORDEIRÓPOLIS;3º DOSE;2803
CONCHAS;3º DOSE;1836
CONCHAL;3º DOSE;2160
COLÔMBIA;3º DOSE;787
COLINA;3º DOSE;1703
CLEMENTINA;3º DOSE;848
CHAVANTES;3º DOSE;1225
CHARQUEADA;3º DOSE;1509
CESÁRIO LANGE;3º DOSE;1402
CERQUILHO;3º DOSE;4323
CERQUEIRA CÉSAR;3º DOSE;2262
CEDRAL;3º DOSE;1263
CATIGUÁ;3º DOSE;877
CATANDUVA;3º DOSE;15299
CASTILHO;3º DOSE;2399
CÁSSIA DOS COQUEIROS;3º DOSE;327
CASA BRANCA;3º DOSE;2185
CARDOSO;3º DOSE;1622
CARAPICUÍBA;3º DOSE;23683
CARAGUATATUBA;3º DOSE;10203
CAPIVARI;3º DOSE;4209
CAPELA DO ALTO;3º DOSE;1313
CAPÃO BONITO;3º DOSE;3944
CANITAR;3º DOSE;400
CÂNDIDO RODRIGUES;3º DOSE;523
CÂNDIDO MOTA;3º DOSE;3347
CANAS;3º DOSE;323
CANANÉIA;3º DOSE;1344
CAMPOS NOVOS PAULISTA;3º DOSE;548
CAMPOS DO JORDÃO;3º DOSE;4540
CAMPO LIMPO PAULISTA;3º DOSE;5932
CAMPINAS;3º DOSE;124323
CAMPINA DO MONTE ALEGRE;3º DOSE;578
CAJURU;3º DOSE;2668
CAJOBI;3º DOSE;1186
CAJATI;3º DOSE;2132
CAJAMAR;3º DOSE;5025
CAIUÁ;3º DOSE;649
CAIEIRAS;3º DOSE;7783
CAIABU;3º DOSE;340
CAFELÂNDIA;3º DOSE;1660
CACONDE;3º DOSE;1729
CACHOEIRA PAULISTA;3º DOSE;3121
CAÇAPAVA;3º DOSE;8317
CABREÚVA;3º DOSE;2857
CABRÁLIA PAULISTA;3º DOSE;556
BURITIZAL;3º DOSE;490
BURITAMA;3º DOSE;2358
BURI;3º DOSE;1399
BROTAS;3º DOSE;2243
BRODOWSKI;3º DOSE;2360
BREJO ALEGRE;3º DOSE;343
BRAÚNA;3º DOSE;643
BRAGANÇA PAULISTA;3º DOSE;20050
BOTUCATU;3º DOSE;26791
BOREBI;3º DOSE;185
BORBOREMA;3º DOSE;1873
BORACÉIA;3º DOSE;585
BORÁ;3º DOSE;127
BOM SUCESSO DE ITARARÉ;3º DOSE;290
BOM JESUS DOS PERDÕES;3º DOSE;1570
BOITUVA;3º DOSE;4469
BOFETE;3º DOSE;946
BOCAINA;3º DOSE;1343
BOA ESPERANÇA DO SUL;3º DOSE;1356
BIRITIBA MIRIM;3º DOSE;2259
BIRIGUI;3º DOSE;11084
BILAC;3º DOSE;1142
BERTIOGA;3º DOSE;5815
BERNARDINO DE CAMPOS;3º DOSE;1560
BENTO DE ABREU;3º DOSE;353
BEBEDOURO;3º DOSE;8981
BAURU;3º DOSE;41578
BATATAIS;3º DOSE;7401
BASTOS;3º DOSE;2636
BARUERI;3º DOSE;17997
BARRINHA;3º DOSE;1729
BARRETOS;3º DOSE;15524
BARRA DO TURVO;3º DOSE;771
BARRA DO CHAPÉU;3º DOSE;502
BARRA BONITA;3º DOSE;4705
BARIRI;3º DOSE;3729
BARBOSA;3º DOSE;701
BARÃO DE ANTONINA;3º DOSE;527
BANANAL;3º DOSE;1202
BÁLSAMO;3º DOSE;1204
BALBINOS;3º DOSE;545
BADY BASSITT;3º DOSE;1673
AVARÉ;3º DOSE;10605
AVANHANDAVA;3º DOSE;911
AVAÍ;3º DOSE;844
AURIFLAMA;3º DOSE;1841
ATIBAIA;3º DOSE;15706
ASSIS;3º DOSE;11655
ASPÁSIA;3º DOSE;341
ARUJÁ;3º DOSE;5749
ARTUR NOGUEIRA;3º DOSE;3860
ARIRANHA;3º DOSE;1267
AREIÓPOLIS;3º DOSE;687
AREIAS;3º DOSE;409
AREALVA;3º DOSE;1127
ARCO-ÍRIS;3º DOSE;431
ARARAS;3º DOSE;14835
ARARAQUARA;3º DOSE;26640
ARAPEÍ;3º DOSE;354
ARANDU;3º DOSE;678
ARAMINA;3º DOSE;636
ARAÇOIABA DA SERRA;3º DOSE;2992
ARAÇATUBA;3º DOSE;22706
ARAÇARIGUAMA;3º DOSE;1211
APIAÍ;3º DOSE;1938
APARECIDA D'OESTE;3º DOSE;723
APARECIDA;3º DOSE;2836
ANHUMAS;3º DOSE;436
ANHEMBI;3º DOSE;654
ANGATUBA;3º DOSE;1965
ANDRADINA;3º DOSE;6561
ANALÂNDIA;3º DOSE;462
AMPARO;3º DOSE;8526
AMÉRICO DE CAMPOS;3º DOSE;917
AMÉRICO BRASILIENSE;3º DOSE;3792
AMERICANA;3º DOSE;22082
ALVINLÂNDIA;3º DOSE;287
ÁLVARO DE CARVALHO;3º DOSE;582
ÁLVARES MACHADO;3º DOSE;2689
ÁLVARES FLORENCE;3º DOSE;626
ALUMÍNIO;3º DOSE;1452
ALTO ALEGRE;3º DOSE;628
ALTINÓPOLIS;3º DOSE;2398
ALTAIR;3º DOSE;530
ALFREDO MARCONDES;3º DOSE;789
ALAMBARI;3º DOSE;495
AGUDOS;3º DOSE;3792
ÁGUAS DE SÃO PEDRO;3º DOSE;788
ÁGUAS DE SANTA BÁRBARA;3º DOSE;746
ÁGUAS DE LINDÓIA;3º DOSE;2213
ÁGUAS DA PRATA;3º DOSE;1071
AGUAÍ;3º DOSE;3253
ADOLFO;3º DOSE;832
ADAMANTINA;3º DOSE;5041
ZACARIAS;2° DOSE;2084
VOTUPORANGA;2° DOSE;73905
VOTORANTIM;2° DOSE;78604
VITÓRIA BRASIL;2° DOSE;1392
VISTA ALEGRE DO ALTO;2° DOSE;6254
VIRADOURO;2° DOSE;13848
VINHEDO;2° DOSE;57793
VERA CRUZ;2° DOSE;8038
VÁRZEA PAULISTA;2° DOSE;79643
VARGEM GRANDE PAULISTA;2° DOSE;33514
VARGEM GRANDE DO SUL;2° DOSE;31477
VARGEM;2° DOSE;7473
VALPARAÍSO;2° DOSE;18469
VALINHOS;2° DOSE;94175
VALENTIM GENTIL;2° DOSE;10718
URUPÊS;2° DOSE;10950
URU;2° DOSE;1135
URÂNIA;2° DOSE;6808
UNIÃO PAULISTA;2° DOSE;1365
UCHOA;2° DOSE;7941
UBIRAJARA;2° DOSE;3628
UBATUBA;2° DOSE;64463
UBARANA;2° DOSE;4304
TURMALINA;2° DOSE;1678
TURIÚBA;2° DOSE;1590
TUPI PAULISTA;2° DOSE;13225
TUPÃ;2° DOSE;50549
TUIUTI;2° DOSE;5121
TRÊS FRONTEIRAS;2° DOSE;5154
TREMEMBÉ;2° DOSE;36981
TRABIJU;2° DOSE;1363
TORRINHA;2° DOSE;7600
TORRE DE PEDRA;2° DOSE;2273
TIMBURI;2° DOSE;2189
TIETÊ;2° DOSE;30006
TERRA ROXA;2° DOSE;6304
TEODORO SAMPAIO;2° DOSE;16527
TEJUPÁ;2° DOSE;3380
TAUBATÉ;2° DOSE;228242
TATUÍ;2° DOSE;87890
TARUMÃ;2° DOSE;11355
TARABAI;2° DOSE;5168
TAQUARIVAÍ;2° DOSE;4482
TAQUARITUBA;2° DOSE;19857
TAQUARITINGA;2° DOSE;41870
TAQUARAL;2° DOSE;2232
TAPIRATIBA;2° DOSE;10030
TAPIRAÍ;2° DOSE;6223
TANABI;2° DOSE;19965
TAMBAÚ;2° DOSE;15512
TAIÚVA;2° DOSE;5254
TAIAÇU;2° DOSE;4622
TAGUAÍ;2° DOSE;10099
TACIBA;2° DOSE;4546
TABOÃO DA SERRA;2° DOSE;189350
TABATINGA;2° DOSE;11295
TABAPUÃ;2° DOSE;9218
SUZANO;2° DOSE;198404
SUZANÁPOLIS;2° DOSE;2854
SUMARÉ;2° DOSE;188931
SUD MENNUCCI;2° DOSE;5849
SOROCABA;2° DOSE;487621
SOCORRO;2° DOSE;31907
SILVEIRAS;2° DOSE;5158
SEVERÍNIA;2° DOSE;11469
SETE BARRAS;2° DOSE;9271
SERTÃOZINHO;2° DOSE;93984
SERRANA;2° DOSE;36799
SERRA NEGRA;2° DOSE;22304
SERRA AZUL;2° DOSE;10690
SEBASTIANÓPOLIS DO SUL;2° DOSE;2815
SARUTAIÁ;2° DOSE;2866
SARAPUÍ;2° DOSE;7341
SÃO VICENTE;2° DOSE;232935
SÃO SIMÃO;2° DOSE;10799
SÃO SEBASTIÃO DA GRAMA;2° DOSE;8598
SÃO SEBASTIÃO;2° DOSE;62837
SÃO ROQUE;2° DOSE;61434
SÃO PEDRO DO TURVO;2° DOSE;5575
SÃO PEDRO;2° DOSE;25309
SÃO PAULO;2° DOSE;9409892
SÃO MIGUEL ARCANJO;2° DOSE;25249
SÃO MANUEL;2° DOSE;27667
SÃO LUIZ DO PARAITINGA;2° DOSE;9115
SÃO LOURENÇO DA SERRA;2° DOSE;10734
SÃO JOSÉ DOS CAMPOS;2° DOSE;519901
SÃO JOSÉ DO RIO PRETO;2° DOSE;361836
SÃO JOSÉ DO RIO PARDO;2° DOSE;40595
SÃO JOSÉ DO BARREIRO;2° DOSE;3261
SÃO JOSÉ DA BELA VISTA;2° DOSE;5984
SÃO JOAQUIM DA BARRA;2° DOSE;37698
SÃO JOÃO DO PAU D'ALHO;2° DOSE;1829
SÃO JOÃO DE IRACEMA;2° DOSE;1483
SÃO JOÃO DAS DUAS PONTES;2° DOSE;2053
SÃO JOÃO DA BOA VISTA;2° DOSE;70118
SÃO FRANCISCO;2° DOSE;2358
SÃO CARLOS;2° DOSE;195976
SÃO CAETANO DO SUL;2° DOSE;123104
SÃO BERNARDO DO CAMPO;2° DOSE;600660
SÃO BENTO DO SAPUCAÍ;2° DOSE;9556
SANTOS;2° DOSE;330573
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;3191
SANTO EXPEDITO;2° DOSE;2438
SANTO ANTÔNIO DO PINHAL;2° DOSE;5473
SANTO ANTÔNIO DO JARDIM;2° DOSE;4878
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;6134
SANTO ANTÔNIO DE POSSE;2° DOSE;16291
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;5735
SANTO ANDRÉ;2° DOSE;513166
SANTO ANASTÁCIO;2° DOSE;13810
SANTANA DE PARNAÍBA;2° DOSE;110865
SANTANA DA PONTE PENSA;2° DOSE;1340
SANTA SALETE;2° DOSE;1379
SANTA ROSA DE VITERBO;2° DOSE;18782
SANTA RITA DO PASSA QUATRO;2° DOSE;20195
SANTA RITA D'OESTE;2° DOSE;2213
SANTA MERCEDES;2° DOSE;2360
SANTA MARIA DA SERRA;2° DOSE;4162
SANTA LÚCIA;2° DOSE;5709
SANTA ISABEL;2° DOSE;39918
SANTA GERTRUDES;2° DOSE;16853
SANTA FÉ DO SUL;2° DOSE;26776
SANTA ERNESTINA;2° DOSE;4590
SANTA CRUZ DO RIO PARDO;2° DOSE;37241
SANTA CRUZ DAS PALMEIRAS;2° DOSE;22147
SANTA CRUZ DA ESPERANÇA;2° DOSE;1676
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;3485
SANTA CLARA D'OESTE;2° DOSE;1953
SANTA BRANCA;2° DOSE;10285
SANTA BÁRBARA D'OESTE;2° DOSE;132188
SANTA ALBERTINA;2° DOSE;5083
SANTA ADÉLIA;2° DOSE;11290
SANDOVALINA;2° DOSE;2846
SALTO GRANDE;2° DOSE;6482
SALTO DE PIRAPORA;2° DOSE;32113
SALTO;2° DOSE;89306
SALTINHO;2° DOSE;6564
SALMOURÃO;2° DOSE;3776
SALESÓPOLIS;2° DOSE;13579
SALES OLIVEIRA;2° DOSE;9102
SALES;2° DOSE;5211
SAGRES;2° DOSE;1842
SABINO;2° DOSE;4008
RUBINÉIA;2° DOSE;2746
RUBIÁCEA;2° DOSE;2265
ROSEIRA;2° DOSE;8039
ROSANA;2° DOSE;13060
RIVERSUL;2° DOSE;4652
RIOLÂNDIA;2° DOSE;8830
RIO GRANDE DA SERRA;2° DOSE;17203
RIO DAS PEDRAS;2° DOSE;23320
RIO CLARO;2° DOSE;148495
RINÓPOLIS;2° DOSE;7055
RINCÃO;2° DOSE;7292
RIFAINA;2° DOSE;3234
RIBEIRÃO PRETO;2° DOSE;498826
RIBEIRÃO PIRES;2° DOSE;87609
RIBEIRÃO GRANDE;2° DOSE;6237
RIBEIRÃO DOS ÍNDIOS;2° DOSE;1801
RIBEIRÃO DO SUL;2° DOSE;3782
RIBEIRÃO CORRENTE;2° DOSE;3660
RIBEIRÃO BRANCO;2° DOSE;13537
RIBEIRÃO BONITO;2° DOSE;8922
RIBEIRA;2° DOSE;2576
RESTINGA;2° DOSE;5528
REGISTRO;2° DOSE;43265
REGINÓPOLIS;2° DOSE;7936
REGENTE FEIJÓ;2° DOSE;15342
REDENÇÃO DA SERRA;2° DOSE;3164
RANCHARIA;2° DOSE;22992
RAFARD;2° DOSE;6875
QUINTANA;2° DOSE;5331
QUELUZ;2° DOSE;7064
QUEIROZ;2° DOSE;2628
QUATÁ;2° DOSE;10329
QUADRA;2° DOSE;2770
PROMISSÃO;2° DOSE;27025
PRESIDENTE VENCESLAU;2° DOSE;27039
PRESIDENTE PRUDENTE;2° DOSE;175883
